"crawl_timestamp","Col1","retail_price","is_FK_Advantage_product","brand","Demand"
2016-01-06,"Jewellery",5270,0,"Clara",2.23305084745763
2016-01-06,"Jewellery",4750,0,"Clara",2.23004694835681
2016-01-06,"Jewellery",3530,0,"Clara",2.2484076433121
2016-01-06,"Jewellery",35415,0,"BlueStone",1.31244441150311
2016-01-06,"Clothing",1199,0,"",4.01003344481605
2016-01-06,"Clothing",1199,0,"",2.50313152400835
2016-01-06,"Clothing",2400,0,"",5
2016-01-06,"Clothing",895,0,"",1.23448275862069
2016-01-06,"Jewellery",11820,0,"Nishtaa",1.05263157894737
2016-01-06,"Clothing",2899,0,"",1.9339559706471
2016-01-06,"Furniture",5499,0,"Living World by Home Stop",1
2016-01-06,"Clothing",1699,0,"Regular Fit",2.00117785630153
2016-01-06,"Jewellery",1656,0,"Asian Gems & Jewels",2
2016-01-06,"Jewellery",3030,0,"Asian Gems & Jewels",4.00264200792602
2016-01-06,"Clothing",2325,0,"",3
2016-01-06,"Clothing",2550,0,"",3
2016-01-06,"Clothing",2500,0,"",2.78086763070078
2016-01-06,"Clothing",2700,0,"",3.00333704115684
2016-01-06,"Clothing",2000,0,"",2.86123032904149
2016-01-06,"Clothing",1999,0,"",3.33722871452421
2016-01-06,"Clothing",2999,0,"",3.61761158021713
2016-01-06,"Clothing",2999,0,"",3.61761158021713
2016-01-06,"Footwear",499,0,"",1
2016-01-06,"Clothing",600,0,"",1.64383561643836
2016-01-06,"Clothing",1500,0,"",1.76470588235294
2016-01-06,"Clothing",1500,0,"",3.33333333333333
2016-01-06,"Clothing",700,0,"",1.97183098591549
2016-01-06,"Clothing",1599,0,"",3.20440881763527
2016-01-06,"Clothing",1595,0,"",1
2016-01-06,"Jewellery",28963,0,"WearYourShine by PCJ",1
2016-01-06,"Jewellery",1743,0,"Asian Gems & Jewels",1.99885321100917
2016-01-06,"Clothing",999,0,"",1.11123470522803
2016-01-06,"Clothing",999,0,"",1.11123470522803
2016-01-06,"Clothing",1100,0,"",1.57142857142857
2016-01-06,"Jewellery",8538,0,"KuberBox",1
2016-01-06,"Clothing",1199,0,"",2.07081174438687
2016-01-06,"Clothing",2500,0,"",2.5025025025025
2016-01-06,"Clothing",1200,0,"",1.74165457184325
2016-01-06,"Clothing",1295,0,"",1
2016-01-06,"Jewellery",42321,0,"Karatcraft",1.49454391355016
2016-01-06,"Jewellery",32528,0,"Karatcraft",1.57352941176471
2016-01-06,"Jewellery",32658,0,"Karatcraft",1.57562599507888
2016-01-06,"Clothing",1699,0,"",1.74974253347065
2016-01-06,"Jewellery",30176,0,"Karatcraft",1.45433514868186
2016-01-06,"Jewellery",32524,0,"Karatcraft",1.57990867579909
2016-01-06,"Clothing",1499,0,"",2.1444921316166
2016-01-06,"Clothing",1999,0,"",2.85979971387697
2016-01-06,"Clothing",1899,0,"",1.85268292682927
2016-01-06,"Clothing",1899,0,"",2.00105374077977
2016-01-06,"Clothing",1099,0,"",2.50341685649203
2016-01-06,"Clothing",310,0,"",1
2016-01-06,"Jewellery",49999,0,"Karatcraft",1.18307226349912
2016-01-06,"Jewellery",45345,0,"Karatcraft",1.20001587847672
2016-01-06,"Jewellery",31033,0,"CaratLane",1
2016-01-06,"Home",4500,0,"Karigaari",2.19512195121951
2016-01-06,"Jewellery",29292,0,"WearYourShine by PCJ",1
